Attribute,Category,Type,Value,Year
SHEN 1,Net Income,Income,0,2021
SHEN 1,Net Income,Income,0,2022
SHEN 1,Net Income,Income,0,2023
SHEN 1,Net Income,Income,5707.88,2024
SHEN 1,Total COGS,COGS,0,2021
SHEN 1,Total COGS,COGS,0,2022
SHEN 1,Total COGS,COGS,0,2023
SHEN 1,Total COGS,COGS,831.1,2024
SHEN 1,Total Expense,Expense,0,2021
SHEN 1,Total Expense,Expense,0,2022
SHEN 1,Total Expense,Expense,0,2023
SHEN 1,Total Expense,Expense,0,2024
SHEN 1,Total Income,Income,0,2021
SHEN 1,Total Income,Income,0,2022
SHEN 1,Total Income,Income,0,2023
SHEN 1,Total Income,Income,6538.98,2024
SHEN 2,4300-01 · Custom Farming Equipment,Income,0,2023
SHEN 2,4300-01 · Custom Farming Equipment,Income,0,2024
SHEN 2,4300-01 · Custom Farming Equipment,Income,10430.18,2021
SHEN 2,4300-01 · Custom Farming Equipment,Income,20830.27,2022
SHEN 2,4300-02 · Custom Harvesting Equipment,Income,0,2021
SHEN 2,4300-02 · Custom Harvesting Equipment,Income,0,2022
SHEN 2,4300-02 · Custom Harvesting Equipment,Income,0,2023
SHEN 2,4300-02 · Custom Harvesting Equipment,Income,0,2024
SHEN 2,4412 · Labor Income - Other,Income,0,2021
SHEN 2,4412 · Labor Income - Other,Income,0,2022
SHEN 2,4412 · Labor Income - Other,Income,0,2023
SHEN 2,4412 · Labor Income - Other,Income,0,2024
SHEN 2,4412-01 · Custom Farming Labor,Income,0,2023
SHEN 2,4412-01 · Custom Farming Labor,Income,0,2024
SHEN 2,4412-01 · Custom Farming Labor,Income,16399,2022
SHEN 2,4412-01 · Custom Farming Labor,Income,9644,2021
SHEN 2,4500-01 · Management Fees Income,Income,0,2023
SHEN 2,4500-01 · Management Fees Income,Income,0,2024
SHEN 2,4500-01 · Management Fees Income,Income,7944.75,2022
SHEN 2,4500-01 · Management Fees Income,Income,8667,2021
SHEN 2,4500-02 · Clerical Variable Income,Income,0,2023
SHEN 2,4500-02 · Clerical Variable Income,Income,0,2024
SHEN 2,4500-02 · Clerical Variable Income,Income,3236.75,2022
SHEN 2,4500-02 · Clerical Variable Income,Income,3717.21,2021
SHEN 2,4500-03 · Customers' Crop Share,Income,0,2023
SHEN 2,4500-03 · Customers' Crop Share,Income,0,2024
SHEN 2,4500-03 · Customers' Crop Share,Income,1926,2021
SHEN 2,4500-03 · Customers' Crop Share,Income,2059.75,2022
SHEN 2,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
SHEN 2,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
SHEN 2,4500-04 · Vehicle Maintenance/Fuel Income,Income,4119.5,2022
SHEN 2,4500-04 · Vehicle Maintenance/Fuel Income,Income,4494,2021
SHEN 2,5000-01 · Labor Hire Payroll,COGS,0,2021
SHEN 2,5000-01 · Labor Hire Payroll,COGS,0,2023
SHEN 2,5000-01 · Labor Hire Payroll,COGS,0,2024
SHEN 2,5000-01 · Labor Hire Payroll,COGS,51,2022
SHEN 2,5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
SHEN 2,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
SHEN 2,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
SHEN 2,5002-01 · Labor Hire Payroll Taxes,COGS,5.94,2022
SHEN 2,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
SHEN 2,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
SHEN 2,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
SHEN 2,5002-04 · Harvesting Payroll Taxes,COGS,40.15,2024
SHEN 2,Net Income,Income,0,2023
SHEN 2,Net Income,Income,41414.79,2021
SHEN 2,Net Income,Income,53040.03,2022
SHEN 2,Net Income,Income,'-566.65,2024
SHEN 2,Total COGS,COGS,0,2023
SHEN 2,Total COGS,COGS,11016.03,2021
SHEN 2,Total COGS,COGS,1549.99,2022
SHEN 2,Total COGS,COGS,566.65,2024
SHEN 2,Total Expense,Expense,0,2021
SHEN 2,Total Expense,Expense,0,2022
SHEN 2,Total Expense,Expense,0,2023
SHEN 2,Total Expense,Expense,0,2024
SHEN 2,Total Income,Income,0,2023
SHEN 2,Total Income,Income,0,2024
SHEN 2,Total Income,Income,52430.82,2021
SHEN 2,Total Income,Income,54590.02,2022
SHEN 3,4300-01 · Custom Farming Equipment,Income,0,2023
SHEN 3,4300-01 · Custom Farming Equipment,Income,0,2024
SHEN 3,4300-01 · Custom Farming Equipment,Income,75327.5,2021
SHEN 3,4300-01 · Custom Farming Equipment,Income,95678.7,2022
SHEN 3,4300-02 · Custom Harvesting Equipment,Income,0,2021
SHEN 3,4300-02 · Custom Harvesting Equipment,Income,0,2022
SHEN 3,4300-02 · Custom Harvesting Equipment,Income,26618,2024
SHEN 3,4300-02 · Custom Harvesting Equipment,Income,33150,2023
SHEN 3,4412 · Labor Income - Other,Income,0,2021
SHEN 3,4412 · Labor Income - Other,Income,0,2022
SHEN 3,4412 · Labor Income - Other,Income,0,2023
SHEN 3,4412 · Labor Income - Other,Income,0,2024
SHEN 3,4412-01 · Custom Farming Labor,Income,0,2023
SHEN 3,4412-01 · Custom Farming Labor,Income,0,2024
SHEN 3,4412-01 · Custom Farming Labor,Income,125563,2022
SHEN 3,4412-01 · Custom Farming Labor,Income,200390,2021
SHEN 3,4500-01 · Management Fees Income,Income,0,2023
SHEN 3,4500-01 · Management Fees Income,Income,0,2024
SHEN 3,4500-01 · Management Fees Income,Income,45375,2022
SHEN 3,4500-01 · Management Fees Income,Income,49500,2021
SHEN 3,4500-02 · Clerical Variable Income,Income,0,2023
SHEN 3,4500-02 · Clerical Variable Income,Income,0,2024
SHEN 3,4500-02 · Clerical Variable Income,Income,19965,2022
SHEN 3,4500-02 · Clerical Variable Income,Income,22928.4,2021
SHEN 3,4500-03 · Customers' Crop Share,Income,0,2023
SHEN 3,4500-03 · Customers' Crop Share,Income,0,2024
SHEN 3,4500-03 · Customers' Crop Share,Income,9075,2022
SHEN 3,4500-03 · Customers' Crop Share,Income,9900,2021
SHEN 3,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
SHEN 3,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
SHEN 3,4500-04 · Vehicle Maintenance/Fuel Income,Income,25410,2022
SHEN 3,4500-04 · Vehicle Maintenance/Fuel Income,Income,27720,2021
SHEN 3,5000-01 · Labor Hire Payroll,COGS,0,2023
SHEN 3,5000-01 · Labor Hire Payroll,COGS,0,2024
SHEN 3,5000-01 · Labor Hire Payroll,COGS,64333.85,2022
SHEN 3,5000-01 · Labor Hire Payroll,COGS,69612.27,2021
SHEN 3,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
SHEN 3,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
SHEN 3,5002-01 · Labor Hire Payroll Taxes,COGS,5381.25,2022
SHEN 3,5002-01 · Labor Hire Payroll Taxes,COGS,5812.1,2021
SHEN 3,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
SHEN 3,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
SHEN 3,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
SHEN 3,5002-04 · Harvesting Payroll Taxes,COGS,331.57,2024
SHEN 3,Net Income,Income,23224.22,2024
SHEN 3,Net Income,Income,254153.12,2022
SHEN 3,Net Income,Income,308728.52,2021
SHEN 3,Net Income,Income,33186.96,2023
SHEN 3,Total COGS,COGS,3393.78,2024
SHEN 3,Total COGS,COGS,'-36.96,2023
SHEN 3,Total COGS,COGS,66913.58,2022
SHEN 3,Total COGS,COGS,77037.38,2021
SHEN 3,Total Expense,Expense,0,2021
SHEN 3,Total Expense,Expense,0,2022
SHEN 3,Total Expense,Expense,0,2023
SHEN 3,Total Expense,Expense,0,2024
SHEN 3,Total Income,Income,26618,2024
SHEN 3,Total Income,Income,321066.7,2022
SHEN 3,Total Income,Income,33150,2023
SHEN 3,Total Income,Income,385765.9,2021
SP50,4300-01 · Custom Farming Equipment,Income,10416.5,2024
SP50,4300-01 · Custom Farming Equipment,Income,10753.9,2023
SP50,4300-01 · Custom Farming Equipment,Income,12552.5,2021
SP50,4300-01 · Custom Farming Equipment,Income,15026.94,2022
SP50,4300-02 · Custom Harvesting Equipment,Income,0,2024
SP50,4300-02 · Custom Harvesting Equipment,Income,21278.64,2021
SP50,4300-02 · Custom Harvesting Equipment,Income,23632.61,2022
SP50,4300-02 · Custom Harvesting Equipment,Income,26374,2023
SP50,4412 · Labor Income - Other,Income,0,2021
SP50,4412 · Labor Income - Other,Income,0,2022
SP50,4412 · Labor Income - Other,Income,0,2023
SP50,4412 · Labor Income - Other,Income,0,2024
SP50,4412-01 · Custom Farming Labor,Income,16420,2022
SP50,4412-01 · Custom Farming Labor,Income,18066,2024
SP50,4412-01 · Custom Farming Labor,Income,20480,2021
SP50,4412-01 · Custom Farming Labor,Income,22294,2023
SP50,4500-01 · Management Fees Income,Income,0,2021
SP50,4500-01 · Management Fees Income,Income,0,2022
SP50,4500-01 · Management Fees Income,Income,4750,2023
SP50,4500-01 · Management Fees Income,Income,4750,2024
SP50,4500-02 · Clerical Variable Income,Income,2873.75,2022
SP50,4500-02 · Clerical Variable Income,Income,3040,2024
SP50,4500-02 · Clerical Variable Income,Income,3300.33,2021
SP50,4500-02 · Clerical Variable Income,Income,4441.25,2023
SP50,4500-03 · Customers' Crop Share,Income,0,2021
SP50,4500-03 · Customers' Crop Share,Income,0,2022
SP50,4500-03 · Customers' Crop Share,Income,1330,2023
SP50,4500-03 · Customers' Crop Share,Income,1330,2024
SP50,4500-04 · Vehicle Maintenance/Fuel Income,Income,1828.75,2022
SP50,4500-04 · Vehicle Maintenance/Fuel Income,Income,1995,2021
SP50,4500-04 · Vehicle Maintenance/Fuel Income,Income,2992.5,2024
SP50,4500-04 · Vehicle Maintenance/Fuel Income,Income,3823.75,2023
SP50,5000-01 · Labor Hire Payroll,COGS,11485.95,2022
SP50,5000-01 · Labor Hire Payroll,COGS,11528.45,2023
SP50,5000-01 · Labor Hire Payroll,COGS,12312.88,2024
SP50,5000-01 · Labor Hire Payroll,COGS,12465.51,2021
SP50,5002-01 · Labor Hire Payroll Taxes,COGS,1005.44,2024
SP50,5002-01 · Labor Hire Payroll Taxes,COGS,1013.41,2021
SP50,5002-01 · Labor Hire Payroll Taxes,COGS,890.67,2023
SP50,5002-01 · Labor Hire Payroll Taxes,COGS,919.55,2022
SP50,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
SP50,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
SP50,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
SP50,5002-04 · Harvesting Payroll Taxes,COGS,26.16,2021
SP50,Net Income,Income,27282.44,2024
SP50,Net Income,Income,48222.57,2021
SP50,Net Income,Income,48439.29,2022
SP50,Net Income,Income,63360.11,2023
SP50,Total COGS,COGS,10406.79,2023
SP50,Total COGS,COGS,12098.76,2022
SP50,Total COGS,COGS,13318.32,2024
SP50,Total COGS,COGS,19906.58,2021
SP50,Total Expense,Expense,0,2021
SP50,Total Expense,Expense,0,2022
SP50,Total Expense,Expense,0,2023
SP50,Total Expense,Expense,0,2024
SP50,Total Income,Income,40600.76,2024
SP50,Total Income,Income,60538.05,2022
SP50,Total Income,Income,68129.15,2021
SP50,Total Income,Income,73766.9,2023
SPOONER STILLION,4300-01 · Custom Farming Equipment,Income,0,2021
SPOONER STILLION,4300-01 · Custom Farming Equipment,Income,0,2022
SPOONER STILLION,4300-01 · Custom Farming Equipment,Income,0,2023
SPOONER STILLION,4300-01 · Custom Farming Equipment,Income,0,2024
SPOONER STILLION,4300-02 · Custom Harvesting Equipment,Income,0,2021
SPOONER STILLION,4300-02 · Custom Harvesting Equipment,Income,0,2022
SPOONER STILLION,4300-02 · Custom Harvesting Equipment,Income,0,2023
SPOONER STILLION,4300-02 · Custom Harvesting Equipment,Income,0,2024
SPOONER STILLION,4412 · Labor Income - Other,Income,0,2021
SPOONER STILLION,4412 · Labor Income - Other,Income,0,2022
SPOONER STILLION,4412 · Labor Income - Other,Income,0,2023
SPOONER STILLION,4412 · Labor Income - Other,Income,0,2024
SPOONER STILLION,4412-01 · Custom Farming Labor,Income,0,2021
SPOONER STILLION,4412-01 · Custom Farming Labor,Income,0,2022
SPOONER STILLION,4412-01 · Custom Farming Labor,Income,0,2023
SPOONER STILLION,4412-01 · Custom Farming Labor,Income,0,2024
SPOONER STILLION,4500-01 · Management Fees Income,Income,0,2021
SPOONER STILLION,4500-01 · Management Fees Income,Income,0,2022
SPOONER STILLION,4500-01 · Management Fees Income,Income,0,2023
SPOONER STILLION,4500-01 · Management Fees Income,Income,0,2024
SPOONER STILLION,4500-02 · Clerical Variable Income,Income,0,2021
SPOONER STILLION,4500-02 · Clerical Variable Income,Income,0,2022
SPOONER STILLION,4500-02 · Clerical Variable Income,Income,0,2023
SPOONER STILLION,4500-02 · Clerical Variable Income,Income,0,2024
SPOONER STILLION,4500-03 · Customers' Crop Share,Income,0,2021
SPOONER STILLION,4500-03 · Customers' Crop Share,Income,0,2022
SPOONER STILLION,4500-03 · Customers' Crop Share,Income,0,2023
SPOONER STILLION,4500-03 · Customers' Crop Share,Income,0,2024
SPOONER STILLION,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
SPOONER STILLION,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
SPOONER STILLION,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
SPOONER STILLION,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
SPOONER STILLION,5000-01 · Labor Hire Payroll,COGS,0,2021
SPOONER STILLION,5000-01 · Labor Hire Payroll,COGS,0,2022
SPOONER STILLION,5000-01 · Labor Hire Payroll,COGS,0,2023
SPOONER STILLION,5000-01 · Labor Hire Payroll,COGS,0,2024
SPOONER STILLION,5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
SPOONER STILLION,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
SPOONER STILLION,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
SPOONER STILLION,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
SPOONER STILLION,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
SPOONER STILLION,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
SPOONER STILLION,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
SPOONER STILLION,5002-04 · Harvesting Payroll Taxes,COGS,41.13,2024
SPOONER STILLION,Net Income,Income,0,2021
SPOONER STILLION,Net Income,Income,0,2022
SPOONER STILLION,Net Income,Income,0,2023
SPOONER STILLION,Net Income,Income,'-457.38,2024
SPOONER STILLION,Total COGS,COGS,0,2021
SPOONER STILLION,Total COGS,COGS,0,2022
SPOONER STILLION,Total COGS,COGS,0,2023
SPOONER STILLION,Total COGS,COGS,457.38,2024
SPOONER STILLION,Total Expense,Expense,0,2021
SPOONER STILLION,Total Expense,Expense,0,2022
SPOONER STILLION,Total Expense,Expense,0,2023
SPOONER STILLION,Total Expense,Expense,0,2024
SPOONER STILLION,Total Income,Income,0,2021
SPOONER STILLION,Total Income,Income,0,2022
SPOONER STILLION,Total Income,Income,0,2023
SPOONER STILLION,Total Income,Income,0,2024
STACY,4300-01 · Custom Farming Equipment,Income,1133.14,2022
STACY,4300-01 · Custom Farming Equipment,Income,1510,2024
STACY,4300-01 · Custom Farming Equipment,Income,2344,2023
STACY,4300-01 · Custom Farming Equipment,Income,2502.5,2021
STACY,4300-02 · Custom Harvesting Equipment,Income,6342.21,2021
STACY,4300-02 · Custom Harvesting Equipment,Income,6735.64,2022
STACY,4300-02 · Custom Harvesting Equipment,Income,6992,2023
STACY,4300-02 · Custom Harvesting Equipment,Income,7354,2024
STACY,4412 · Labor Income - Other,Income,0,2021
STACY,4412 · Labor Income - Other,Income,0,2022
STACY,4412 · Labor Income - Other,Income,0,2023
STACY,4412 · Labor Income - Other,Income,0,2024
STACY,4412-01 · Custom Farming Labor,Income,1019,2023
STACY,4412-01 · Custom Farming Labor,Income,1236,2021
STACY,4412-01 · Custom Farming Labor,Income,585,2022
STACY,4412-01 · Custom Farming Labor,Income,603,2024
STACY,4500-01 · Management Fees Income,Income,0,2021
STACY,4500-01 · Management Fees Income,Income,0,2022
STACY,4500-01 · Management Fees Income,Income,0,2023
STACY,4500-01 · Management Fees Income,Income,0,2024
STACY,4500-02 · Clerical Variable Income,Income,0,2021
STACY,4500-02 · Clerical Variable Income,Income,0,2022
STACY,4500-02 · Clerical Variable Income,Income,0,2023
STACY,4500-02 · Clerical Variable Income,Income,0,2024
STACY,4500-03 · Customers' Crop Share,Income,0,2021
STACY,4500-03 · Customers' Crop Share,Income,0,2022
STACY,4500-03 · Customers' Crop Share,Income,0,2023
STACY,4500-03 · Customers' Crop Share,Income,0,2024
STACY,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
STACY,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
STACY,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
STACY,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
STACY,5000-01 · Labor Hire Payroll,COGS,408.14,2022
STACY,5000-01 · Labor Hire Payroll,COGS,572.49,2024
STACY,5000-01 · Labor Hire Payroll,COGS,742.83,2023
STACY,5000-01 · Labor Hire Payroll,COGS,803.03,2021
STACY,5002-01 · Labor Hire Payroll Taxes,COGS,33.41,2022
STACY,5002-01 · Labor Hire Payroll Taxes,COGS,43.62,2024
STACY,5002-01 · Labor Hire Payroll Taxes,COGS,67.96,2023
STACY,5002-01 · Labor Hire Payroll Taxes,COGS,76.99,2021
STACY,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
STACY,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
STACY,5002-04 · Harvesting Payroll Taxes,COGS,222.2,2024
STACY,5002-04 · Harvesting Payroll Taxes,COGS,68,2021
STACY,Net Income,Income,10444.21,2023
STACY,Net Income,Income,11096.9,2021
STACY,Net Income,Income,6893.17,2024
STACY,Net Income,Income,9282.05,2022
STACY,Total COGS,COGS,2573.83,2024
STACY,Total COGS,COGS,403.73,2022
STACY,Total COGS,COGS,603.81,2021
STACY,Total COGS,COGS,810.79,2023
STACY,Total Expense,Expense,0,2021
STACY,Total Expense,Expense,0,2022
STACY,Total Expense,Expense,0,2023
STACY,Total Expense,Expense,0,2024
STACY,Total Income,Income,11255,2023
STACY,Total Income,Income,11700.71,2021
STACY,Total Income,Income,9467,2024
STACY,Total Income,Income,9685.78,2022
SUT,4300-01 · Custom Farming Equipment,Income,0,2021
SUT,4300-01 · Custom Farming Equipment,Income,0,2022
SUT,4300-01 · Custom Farming Equipment,Income,0,2023
SUT,4300-01 · Custom Farming Equipment,Income,0,2024
SUT,4300-02 · Custom Harvesting Equipment,Income,0,2022
SUT,4300-02 · Custom Harvesting Equipment,Income,0,2023
SUT,4300-02 · Custom Harvesting Equipment,Income,0,2024
SUT,4300-02 · Custom Harvesting Equipment,Income,69240.8,2021
SUT,4412 · Labor Income - Other,Income,0,2021
SUT,4412 · Labor Income - Other,Income,0,2022
SUT,4412 · Labor Income - Other,Income,0,2023
SUT,4412 · Labor Income - Other,Income,0,2024
SUT,4412-01 · Custom Farming Labor,Income,0,2021
SUT,4412-01 · Custom Farming Labor,Income,0,2022
SUT,4412-01 · Custom Farming Labor,Income,0,2023
SUT,4412-01 · Custom Farming Labor,Income,0,2024
SUT,4500-01 · Management Fees Income,Income,0,2021
SUT,4500-01 · Management Fees Income,Income,0,2022
SUT,4500-01 · Management Fees Income,Income,0,2023
SUT,4500-01 · Management Fees Income,Income,0,2024
SUT,4500-02 · Clerical Variable Income,Income,0,2021
SUT,4500-02 · Clerical Variable Income,Income,0,2022
SUT,4500-02 · Clerical Variable Income,Income,0,2023
SUT,4500-02 · Clerical Variable Income,Income,0,2024
SUT,4500-03 · Customers' Crop Share,Income,0,2021
SUT,4500-03 · Customers' Crop Share,Income,0,2022
SUT,4500-03 · Customers' Crop Share,Income,0,2023
SUT,4500-03 · Customers' Crop Share,Income,0,2024
SUT,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
SUT,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
SUT,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
SUT,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
SUT,5000-01 · Labor Hire Payroll,COGS,0,2021
SUT,5000-01 · Labor Hire Payroll,COGS,0,2022
SUT,5000-01 · Labor Hire Payroll,COGS,0,2023
SUT,5000-01 · Labor Hire Payroll,COGS,0,2024
SUT,5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
SUT,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
SUT,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
SUT,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
SUT,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
SUT,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
SUT,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
SUT,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
SUT,Net Income,Income,0,2022
SUT,Net Income,Income,0,2023
SUT,Net Income,Income,0,2024
SUT,Net Income,Income,78624.8,2021
SUT,Total COGS,COGS,0,2021
SUT,Total COGS,COGS,0,2022
SUT,Total COGS,COGS,0,2023
SUT,Total COGS,COGS,0,2024
SUT,Total Expense,Expense,0,2021
SUT,Total Expense,Expense,0,2022
SUT,Total Expense,Expense,0,2023
SUT,Total Expense,Expense,0,2024
SUT,Total Income,Income,0,2022
SUT,Total Income,Income,0,2023
SUT,Total Income,Income,0,2024
SUT,Total Income,Income,78624.8,2021
TD,4300-01 · Custom Farming Equipment,Income,0,2021
TD,4300-01 · Custom Farming Equipment,Income,0,2024
TD,4300-01 · Custom Farming Equipment,Income,372,2023
TD,4300-01 · Custom Farming Equipment,Income,378.18,2022
TD,4300-02 · Custom Harvesting Equipment,Income,0,2024
TD,4300-02 · Custom Harvesting Equipment,Income,13502.6,2021
TD,4300-02 · Custom Harvesting Equipment,Income,3217.87,2022
TD,4300-02 · Custom Harvesting Equipment,Income,4640,2023
TD,4412 · Labor Income - Other,Income,0,2021
TD,4412 · Labor Income - Other,Income,0,2022
TD,4412 · Labor Income - Other,Income,0,2023
TD,4412 · Labor Income - Other,Income,0,2024
TD,4412-01 · Custom Farming Labor,Income,0,2021
TD,4412-01 · Custom Farming Labor,Income,0,2024
TD,4412-01 · Custom Farming Labor,Income,180,2022
TD,4412-01 · Custom Farming Labor,Income,96,2023
TD,4500-01 · Management Fees Income,Income,0,2021
TD,4500-01 · Management Fees Income,Income,0,2022
TD,4500-01 · Management Fees Income,Income,0,2023
TD,4500-01 · Management Fees Income,Income,0,2024
TD,4500-02 · Clerical Variable Income,Income,0,2021
TD,4500-02 · Clerical Variable Income,Income,0,2022
TD,4500-02 · Clerical Variable Income,Income,0,2023
